id,review,positive,negative,neutral,Clean,Comfort,Facilities/Amenities,Location,Restaurant (dinner),Staff,View (Balcony),Breakfast,Room,Pool,Beach,Bathroom/Shower (toilet),Bar,Bed,Parking,Noise,Reception-checkin,Lift,Value for money,Wi-Fi,Generic,Aspect,
7345,It was soooo hot in the room and it was not possible to use air conditioning.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7346,It was spotless clean.,1,,,1,,,,,,,,,,,,,,,,,,,,,,
7347,It was standard corporate layout and facilities.,,,1,,,1,,,,,,,,,,,,,,,,,,1,,
7348,"It was standard room with two extra beds, As a result it was all beds without any space for things.",,1,,,1,,,,,,,1,,,,,1,,,,,,,,,
7349,It was stated that the rooms have soundproofing but I had trouble sleeping even with earplugs (hotel is on the crossing of a very busy avenue).,,1,,,,,,,,,,1,,,,,,,1,,,,,,,
7350,It was super clean and cool furnished.,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
7351,It was temporarily not possible to eat breakfast in the hotel.,,1,,,,,,,,,1,,,,,,,,,,,,,,,
7352,"It was the Football championship and the hotel was full of fans, but still, in the night time you couldn't hear anything from the other rooms.",1,,,,,,,,,,,1,,,,,,,1,,,,,,,
7353,It was the perfect location to see a sports event we were there to watch.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7354,It was the smallest room I've ever stayed in.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
7355,It was too far out of town to walk but this was the only downside to this hotel.,,1,,,,,1,,,,,,,,,,,,,,,,,,,
7356,"It was too noisy in the morning,.",,1,,,,,,,,,,,,,,,,,1,,,,,,,
7357,It was too noisy.,,1,,,,,,,,,,,,,,,,,1,,,,,,,
7358,It was too warm and had to open the window to keep cool.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
7359,It was twice as good as a 10?the lift was peculiar but very fun!!!!,,,1,,,,,,,,,,,,,,,,,,1,,,,,
7360,It was uncomfortable to sit in bed.,,1,,,1,,,,,,,,,,,,1,,,,,,,,,
7361,It was unfortunate that guests of the hotel do not have more access to the swimming pool.,,1,,,,,,,,,,,1,,,,,,,,,,,,,
7362,It was unfortunate that the EV-Charging Points did not work.,,1,,,,,,,,,,,,,,,,,,,,,,,,
7363,It was unfortunately very loud.,,1,,,,,,,,,,,,,,,,,1,,,,,,,
7364,It was unfortunately very poorly soundproofed.,,1,,,,,,,,,,,,,,,,,1,,,,,,,
7365,It was very clean and the staff were all very friendly! ,1,,,1,,,,,1,,,,,,,,,,,,,,,,,
7366,It was very clean room!,1,,,1,,,,,,,,1,,,,,,,,,,,,,,
7367,"It was very clean, it is located in prime location in Barri Gotic.",1,,,1,,,1,,,,,,,,,1,,,,,,,,,,
7368,It was very close to the fancy shopping street I liked a lot.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7369,It was very cold at night.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
7370,It was very difficult to find the house.,,1,,,,,1,,,,,,,,,,,,,,,,,,,
7371,It was very easy accessible to all the amenities and easy to go around Altstad.,1,,,,,1,,,,,,,,,,,,,,,,,,,,
7372,It was very easy to travel into Salzburg - the bus stop is right in front of the hotel and the trip is only 15 minutes.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7373,"It was very expensive, I imagine a nice comfortable room, instead we got a small, very warm ( uncomfortable to sleep even with open windows) and noisy room.",,1,,,1,,,,,,,1,,,,,,,1,,,1,,,,
7374,"It was very friendly, location was perfect near the beach, ;oved this quaint restaurant called Esmarala where you get yummy fish and tasty food, Staff was helpful, I will stay there again.",1,,,,,,1,1,1,,,,,1,,,,,,,,,,,,
7375,It was very good on the center of Barcelona and on a very safe area.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7376,It was very hot and the air conditioning was missing.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7377,It was very hot because the room did not have an AC so we had to keep the windows open and it was very hard to fall asleep due to the bar.,,1,,,,1,,,,,,1,,,,,,,1,,,,,,,
7378,It was very hot in Barcelona in July so air conditioning or at least a fan would have been welcomed.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7379,It was very hot in the room.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
7380,"It was very hot the first night and there is no air conditioning, but we opened the window wide and it rained!",,1,,,,1,,,,1,,1,,,,,,,,,,,,,,
7381,It was very hot while we were there and being close to the beach was a bit cooler.,,,1,,,1,1,,,,,1,,1,,,,,,,,,,,1,
7382,"It was very hot, no air conditioning, the fan in the room did not cool down either.",,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7383,It was very interesting how the rooms are organized by the name of cities.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
7384,It was very loud from the street.,,1,,,,,1,,,,,,,,,,,,1,,,,,,,
7385,It was very loud outside until late at night and the windows were not sound proof.,,1,,,,,1,,,,,1,,,,,,,1,,,,,,,
7386,It was very much instersting and loving place for us mainly the staff.,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
7387,It was very noisy at night.,,1,,,,,,,,,,1,,,,,,,1,,,,,,,
7388,It was very noisy because of the big street in front of the window.,,1,,,,,1,,,1,,,,,,,,,1,,,,,,,
7389,It was very noisy due to the location directly on a fairly busy road.,,1,,,,,1,,,,,,,,,,,,1,,,,,,,
7390,"It was very quiet at night, the bus stop is right under the building, parking was spacious and we had no issue finding our building.",1,,,,1,,1,,,,,,,,,,,1,1,,,,,,,
7391,It was very quiet for sleeping.,1,,,,,,,,,,,1,,,,,,,1,,,,,,,
7392,"It was very quiet, the rooms were clean and there were fresh towels everyday.",1,,,1,,1,,,,,,1,,,1,,,,1,,,,,,,
7393,It was very small and did not look like any other 4-star hotel room i have been in the past.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
7394,It was very very warm in the room there were stains by the bedside table it was a little worn down in the room.,,1,,1,,1,,,,,,1,,,,,1,,,,,,,,,
7395,"It was very warm and no airconditioning, it made the stay uncomfortable at times.",,1,,,1,1,,,,,,,,,,,,,,,,,,,,
7396,It was very warm for Copenhagen.,1,,,,,,,,,,,,,,,,,,,,,,,,,
7397,It was very warm in the room and the air conditioning did not fit to cool off.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7398,It was very warm in the room.,1,,,,,,,,,,,1,,,,,,,,,,,,,,
7399,"It was very warm, so we wanted to use the fan.",,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7400,It was way too loud.,,1,,,,,,,,,,,,,,,,,1,,,,,,,
7401,It was weird that the glass bathroom door didn't close.,,1,,,,,,,,,,,,,1,,,,,,,,,,,
7402,It was well located for the sights in combination with our travel pass cards.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7403,It wasn?t clean.,,1,,1,,,,,,,,,,,,,,,,,,,,,,
7404,"It wasn?t dirty, but neither was it perfectly clean.",,,1,1,,,,,,,,,,,,,,,,,,,,,,
7405,It wasn?t very clean and there was no toilet brush.,,1,,1,,1,,,,,,,,,1,,,,,,,,,,,
7406,It wasn't the cleanest place I've ever been.,,1,,1,,,,,,,,,,,,,,,,,,,,,,
7407,It worked out quite expensive for a family of 4 to pay for two hours on the pool each day in additional to the booking charge.,,1,,,,,,,,,,,1,,,,,,,,,1,,,,
7408,It would be advisable to include daily cleaning of the room without this being an extra expense.,,,1,1,,,,,,,,1,,,,,,,,,,1,,,,
7409,It would be better if reception is available not only till 22 00.,,,1,,,,,,1,,,,,,,,,,,,,,,,,
7410,It would be better if they provided bottles of water in room.,,,1,,,1,,,,,,1,,,,,,,,,,,,,,
7411,It would be enough to install a waffle mocha and even provide only one waffle per guest to offer better and on-site coffee.,,1,,,,,,,,,1,,,,,,,,,,,,,,,
7412,It would be just fine in colder weather with the dble glazed windows closed.,,,1,,,,,,,,,1,,,,,,,,,,,,,,
7413,It would be nice if the beds had curtains to have a little privacy.,,,1,,,,,,,,,1,,,,,1,,,,,,,,,
7414,It would be nice if the staff were a bit more accomodating towards this.,,,1,,,,,,1,,,,,,,,,,,,,,,,,
7415,It would be nice if there were more light in the bathroom and in the room.,,,1,,,,,,,,,1,,,1,,,,,,,,,,,
7416,It would be nice once all the construction around the hotel are complete.,,,1,,,,1,,,,,,,,,,,,,,,,,,,
7417,It would be nice to have a balcony.,,,1,,,,,,,,,1,,,,,,,,,,,,,,
7418,It would be nice to have a kettle and/or coffee maker in the room.,,,1,,,1,,,,,,1,,,,,,,,,,,,,,
7419,It would be nice to have a mini fridge in the rooms.,,,1,,,1,,,,,,1,,,,,,,,,,,,,,
7420,"It would be nice to have a socket in the bathroom to use a hairdryer, I was unable to dry my hair unfortunately.",,,1,,,1,,,,,,1,,,1,,,,,,,,,,,
7421,It would be nice to have an extra blanket.,,,1,,,1,,,,,,,,,,,1,,,,,,,,,
7422,It would be nice to have open access to the pool area.,,,1,,,,,,,,,,1,,,,,,,,,,,,,
7423,It would be useful in the room with two glasses and some cutlery.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7424,It would have been cleaner all around and a bit newer from the inventory.,,1,,1,,,,,,,,,,,,,,,,,,,,1,,
7425,It would have been nice if there had been a vending machine for drinks and snacks.,,,1,,,,,,,,1,,,,,,,,,,,,,,,
7426,It would have been tea/coffee facilities in the room.,,,1,,,1,,,,,,1,,,,,,,,,,,,,,
7427,It would have been useful to get a hint how to reach the b&b as long as Metro L1 is out of order.,,,1,,,,1,,,,,,,,,,,,,,,,,,,
7428,"It would not been an issue, but the room window was situated to noisy street so it was not comfortable to have it open and sleep.",,1,,,1,,,,,,,1,,,,,,,,,,,,,,
7429,It would of been nice to get breakfast included.,,,1,,,,,,,,1,,,,,,,,,,,,,,,
7430,It would really improve the condition if there was an electric kettle in the rooms.,,,1,,,1,,,,,,1,,,,,,,,,,,,,,
7431,"It wouldn't have been difficult to buy some more black tea (the empty box was left out all week) if asked, but none materialised all week which was disappointing.",,,1,,,,,,,,,,,,,,,,,,,,,,,
7432,Itÿÿwas cold in the room.,,1,,,,,,,,,,1,,,,,,,,,,,,,,
7433,"It?s a bit far from the city center, about 30 minutes walking.  10 -15 minutes by bus.",,1,,,,,1,,,,,,,,,,,,,,,,,,,
7434,It?s 15 mins walk to the beach.,1,,,,,,1,,,,,,,1,,,,,,,,,,,,
7435,It?s a bit noisy because is situated near a busy street.,,1,,,,,1,,,,,1,,,,,,,1,,,,,,,
7436,It?s a good location.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7437,It?s a lovely little hotel in a great part of town.,1,,,,,,,,,,,,,,,,,,,,,,,,,
7438,"It?s a new building with modern furnishings, minutes walk to the metro.",1,,,,,,1,,,,,,,,,,,,,,,,,1,,
7439,It?s an inexpensive hotel in a pleasant part of the city.,,1,,,,,,,,,,,,,,,,,,,,1,,,,
7440,"It?s at a convenient location, bed is comfortable enough.",1,,,,1,,1,,,,,,,,,,1,,,,,,,,,
7441,"It?s basically an apartment that rents rooms, not really a hotel, in the 11th floor of an apartment building.",,,1,,,,,,,,,1,,,,,,,,,,,,,,
7442,It?s clean (housekeeping daily will change linen and make the bed).,1,,,1,,,,,1,,,,,,,,1,,,,,,,,,
7443,"It?s close to the city centre, they offer relatively cheap parking.",1,,,,,,1,,,,,,,,,,,1,,,,1,,,,
7444,It?s comfortable enough for a night-sleep when you are just passing by Naples.,1,,,,1,,,,,,,,,,,,1,,,,,,,,,
7445,It?s further out from the center so each taxi ride takes about 18 mins around 15? to get to the central areas.,,1,,,,,1,,,,,,,,,,,,,,,1,,,,
7446,"It?s good for one night, right next to the airport.",1,,,,,,1,,,,,,,,,,,,,,,,,,,
7447,It?s located in my favorite neighborhood in Barcelona.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7448,It?s located next to some construction site so we were awake from 7am.,,1,,,,,1,,,,,1,,,,,,,1,,,,,,,
7449,It?s look like not real egg.,,1,,,,,,,,,1,,,,,,,,,,,,,,,
7450,It?s near the beach.,1,,,,,,1,,,,,,,1,,,,,,,,,,,,
7451,It?s near to beach.,1,,,,,,,,,,,,,1,,,,,,,,,,,,
7452,"It?s not a cozy apartment, and the bathroom is very old and small.",,1,,,1,,,,,,,,,,1,,,,,,,,,,,
7453,It?s not easy to find a stay which is clean.,,1,,1,,,,,,,,,,,,,,,,,,,,,,
7454,"It?s not possible to change heat in the room, very warm.",,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7455,It?s one of those bathrooms where shower and toilet not separated.,,,1,,,,,,,,,,,,1,,,,,,,,,,,
7456,It?s only 15 minutes away from the city center but it?s a nice walk.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7457,It?s quiet considering it?s close to most the main area of interests.,1,,,,,,1,,,,,,,,,,,,1,,,,,,,
7458,"It?s quiet noisy, not from the street because the windows are great, but from the other guests, it?s like a big apartment.",,1,,,,,,,,,,1,,,,,,,1,,,,,,,
7459,It?s really clean and has a nice interior.,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
7460,"It?s really close to the city centre, the beds are quite comfortable and the staff is nice.",1,,,,1,,1,,1,,,,,,,,1,,,,,,,,,
7461,It?s still within walking distance to Copenhagen Central Station and Tivoli.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7462,"It?s very clean, new and the room was absolutely beautiful.",1,,,1,,,,,,,,1,,,,,,,,,,,,,,
7463,It?s very nicely maintained and location is next to metro which is big advantage.,1,,,,,,1,,,,,,,,,,,,,,,,,1,,
7464,"It?s was very clean, spacious and comfy (room).",1,,,1,1,,,,,,,1,,,,,,,,,,,,,,
7465,Italian breakfast at a bar nearby.,,,1,,,,1,,,,1,,,,,1,,,,,,,,,,
7466,"Italian breakfast, lovely personalities.",1,,,,,,,,1,,1,,,,,,,,,,,,,,,
7467,Italian style breakfast.,,,1,,,,,,,,1,,,,,,,,,,,,,,,
7468,"It'an amazing place, I really like it.",1,,,,,,,,,,,,,,,,,,,,,,,,,
7469,"It's a bit far from the center, but you still can take a bus to get there in 15 min.",,,1,,,,1,,,,,,,,,,,,,,,,,,1,
7470,"It's a bit noisy at night, maybe it's a plumbing problem.",,1,,,,,,,,,,1,,,,,,,1,,,,,,,
7471,It's a bit of a walk to the city centre: at least a quarter of an hour.,,,1,,,,1,,,,,,,,,,,,,,,,,,,
7472,Its a bit old the rooms the beds and no room service.,,1,,,,,,,,,,1,,,,,1,,,,,,,,,
7473,"It's a bit old, you can tell they do not maintain it.",,1,,,,,,,,,,,,,,,,,,,,,,1,,
7474,"It's a female room, but the air conditioner didn't control the temperature and it didn't get cold anymore.",,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7475,It's a good accommodation if you only need a place to crash in after a long day of sightseeing.,1,,,,,,,,,,,,,,,,,,,,,,,,,
7476,It's a perfect place for solo trip.,1,,,,,,,,,,,,,,,,,,,,,,,,,
7477,It's a pity that you have to pay extra for the parking.,,1,,,,,,,,,,,,,,,,1,,,,1,,,,
7478,"It's a really affordable place for a business trip or a short stay in Copenhagen, amazing location (close to the metro station, a short walk to the city center), clean rooms, fast wifi, very quiet neighbourhood!",1,,,1,,,1,,,,,1,,,,,,,,,,,,,,
7479,Its a really nice funky looking spot in a great location!,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7480,It's a shame that the bedroom wasn't included in the renovation of the bathroom.,,1,,,,,,,,,,1,,,1,,,,,,,,,,,
7481,"It's a twin room, but one bed was cold (the stove itself is a cold structure).",,1,,,,1,,,,,,1,,,,,1,,,,,,,,,
7482,It's a very comfortable hotel.,1,,,,1,,,,,,,,,,,,,,,,,,,,,
7483,It's all a bit 80ties and outdated.,,1,,,,,,,,,,,,,,,,,,,,,,1,,
7484,It's also a massive ball ache that the hotel reception is a 15 minute walk from the room.,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,
7485,"Its also close to via Toledo, that leads to the sea, and piazza bellini that is full of bars, restaurants etc.",1,,,,,,1,1,,,,,,1,,1,,,,,,,,,,
7486,"It's also nice that you can just take drinks from the bar yourself, with a list and a lot of trust.",1,,,,,,,,,,,,,,,1,,,,,,,,,,
7487,"It's also quite central, close to the Portici's market streets.",1,,,,,,1,,,,,,,,,,,,,,,,,,,
7488,Its central and easy position to visit the historic center.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7489,"It's close to a metro station, bed was comfortable and breakfast had a good variety of choices.",1,,,,1,,,,,,1,,,,,,1,,,,,,,,1,
7490,It's definitely a budget hotel.,,1,,,,,,,,,,,,,,,,,,,,1,,,,
7491,It's definitely not a hotel but a collection of basic rooms with nothing else apart from the rooms.,,1,,,,,,,,,,1,,,,,,,,,,,,1,1,
7492,It's directly across from the station which takes you to major stations throughout Barcelona and the beaches in Garraf and Sitges.,,,1,,,,1,,,,,,,,,,,,,,,,,,,
7493,It's easy to navigate around.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7494,"It's either the food or the terrible service, the breakfast room is a disaster.",,1,,,,,,1,,,1,1,,,,,,,,,,,,,,
7495,"It's first the pool and after a hotel, the smell of the pool everywhere.",,1,,1,,,,,,,,,1,,,,,,,,,,,,,
7496,"It's got a big shower head on it, but it's not working.",,,1,,,,,,,,,,,,1,,,,,,,,,,,
7497,It's great at the weekend because you can park for free on Sundays and for 3 or 4 hours on Saturdays in the designated parking zones.,1,,,,,,,,,,,,,,,,,1,,,,1,,,,
7498,It's hard to find the B&B.,,1,,,,,1,,,,,,,,,,,,,,,,,,,
7499,It's hard to move inside the room.,,1,,,1,,,,,,,1,,,,,,,,,,,,,,
7500,Its ideal location.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7501,It's in a good position.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7502,"It's just next to the train, bus station and amazingly no noise from there.",1,,,,,,1,,,,,,,,,,,,1,,,,,,,
7503,Its little colder i the room even we put 21-22C.,,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7504,"It's located a bit in the middle of nowhere, so you have to catch the car to go anywhere.",,1,,,,,1,,,,,,,,,,,,,,,,,,,
7505,It's located close to the main museums and the lively and scenic part of town.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7506,"It's located in a quiet, but modern area, close to port.",1,,,,,,1,,,,,,,,,,,,1,,,,,,1,
7507,Its location in Barcelona Born district very to my taste Many bars restaurants very nice.,1,,,,,,1,1,,,,,,,,,,,,,,,,,,
7508,"Its location is very ideal, the room was spacious enough and clean.",1,,,1,1,,1,,,,,1,,,,,,,,,,,,,,
7509,Its more like a hostel than a hotel.,,1,,,,,,,,,,,,,,,,,,,,,,,,
7510,Its near the center.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7511,"It's not close, but it takes half an hour to get to the center.",,1,,,,,1,,,,,,,,,,,,,,,,,,,
7512,It's on a side street so it's very quiet.,,,1,,,,1,,,,,,,,,,,,1,,,,,,,
7513,Its position opposite piazza Dante and Dante metro station was very convenient.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
7514,It's quite expensive for its class but again i guess this doesn't come as a surprise provided how expensive is everything in Copenhagen.,,,1,,,,,,,,,,,,,,,,,,,1,,,1,
7515,"It's quite hot in the room, you cannot adjust the termostat to a lower point and the window cannot be fully opened.",,1,,,,1,,,,,,1,,,,,,,,,,,,,,
7516,"Its soo clean and considered a big room, the bathroom is amazing I just loved it.",1,,,1,,,,,,,,1,,,1,,,,,,,,,,,
7517,It's sort of outdated compared to the rooms.,,1,,,,,,,,,,1,,,,,,,,,,,,1,,
7518,"Its staff from the reception to the waiter, they were all lovely and professional.",1,,,,,,,,1,,,,,,,,,,,,,,,,,
7519,It's super close the port where you can go to different islands and you are in the heart of centro antico.,1,,,,,,1,,,,,,,,,,,,,,,,,,,
